realdata_balanced_report_date=2026-03-03
git_commit_sha=f0e577e8d0fb20da3870b300e3adefbb3955eb4d
input_jsonl=data/realdata/halueval_spans_train.jsonl
n0_requested=100
n1_requested=100
n0_selected=100
n1_selected=100
label_count_0=100
label_count_1=100
label_count_null=0
unitization_id=sentence_split_v2_min4
unit_count_min=4
unit_count_max=10
unit_count_mean=4.28
vec8_postproc_id_E1=gaussian_proj_d8_seed7_v1
vec8_postproc_matrix_hash_sha256_E1=cad29157b616784f3d4a8439f443e04bd5a7773c17201e7e03862584e9e50dd7
gate3_n_samples_valid_E1=200
gate3_n_samples_missing_E1=0
gate2_h1b_mean_E1=9.46930692411912966e-1
gate2_h1b_p90_E1=1.33859152221636912e0
gate2_h3_total_mean_E1=7.72092164786107593e-2
artifact_path_e1_gate2=runs\realdata_E1_gate2
artifact_path_e1_gate3=runs\realdata_E1_gate3
label_count_report_path=attestations\realdata_ab\2026-03-03_halueval_label_counts.txt

===== Gate3 Missing Reasons (E1) =====
(none)

===== Label-wise Effect Stats (E1 Gate2 samples.csv) =====
{"metrics": {"h1b_closure_error": {"cliffs_delta_label1_vs_label0": -0.0098, "median_label0": 0.9289509723557718, "median_label1": 0.9851922211905242, "n0": 100, "n1": 100, "p_two_sided": 0.905668039847628, "u_stat_min": 4951.0, "z": -0.11850436102561607}, "h3_ratio_total_product": {"cliffs_delta_label1_vs_label0": -0.1352, "median_label0": 0.05903627783993837, "median_label1": 0.038499212287856535, "n0": 100, "n1": 100, "p_two_sided": 0.09883883458997665, "u_stat_min": 4324.0, "z": -1.6505091932536835}}, "source": "runs/realdata_E1_gate2/samples.csv"}

===== Gate2 E1 summary.csv =====
spec_version,method_id,composition_id,dataset_revision_id,code_git_commit,build_target_triple,rustc_version,n_samples_total,n_samples_h1b_present,n_samples_h2_present,n_samples_h3_total_present,h1b_mean,h1b_p90,h1b_max,h2_mean,h2_p90,h2_max,h3_total_mean,h3_total_p90,h3_total_max,h3_loop_mean,h3_loop_p90,h3_loop_max
v4.1.0-ssot.3,rotor_holonomy_telemetry_v1,strict_left_fold_time_reversed_normalize_once_v1,halueval-spans_train_main,unknown,unknown,unknown,200,200,200,200,9.46930692411912966e-1,1.33859152221636912e0,1.41349838653333260e0,8.98369326852277661e-1,1.23771273483094646e0,1.38038726832393910e0,7.72092164786107593e-2,1.91357813618015460e-1,5.35753275644787252e-1,6.19972453047960223e-33,1.21425317675844169e-32,2.30465789934700345e-32

===== Gate3 E1 summary.csv =====
run_id,n_samples_total,n_samples_valid,n_samples_missing,kappa_count_total,tau_count_total,kappa_global_mean,kappa_global_p90,kappa_global_max,tau_global_mean,tau_global_p90,tau_global_max
realdata_E1_proj,200,200,0,456,456,9.26350383766751939e-1,1.16507025660114794e0,1.36403205671495309e0,1.71860960612627529e-33,3.33564993312538842e-33,8.85096112164921724e-33

===== Gate2 E1 samples.csv =====
sample_id,n_ans_units,sample_label,answer_length,h1b_closure_error,h2_loop_max,h2_loop_mean,h2_loop_p90,h3_ratio_total_product,h3_ratio_triangle_loop_max,h3_ratio_triangle_loop_mean,h3_ratio_triangle_loop_p90,missing_even_rotor_steps,loops_considered,loops_used
99,4,1,4,1.33859152221636912e0,1.40703529250836712e0,1.26199200122308985e0,1.40703529250836712e0,2.92543790686709410e-2,1.66702427095187086e-32,1.21425317675844169e-32,1.66702427095187086e-32,0,2,2
100,5,1,5,8.83884931059854440e-1,1.10695640643018423e0,9.72410569784302514e-1,1.10695640643018423e0,1.96109739890460183e-1,1.16119835596376118e-32,8.98727296122516430e-33,1.16119835596376118e-32,0,3,3
101,4,1,4,8.23239094683127726e-1,1.36922767252619493e0,1.12074753299507957e0,1.36922767252619493e0,8.23147175679292548e-2,9.70135075543856864e-33,7.55318227306402391e-33,9.70135075543856864e-33,0,2,2
102,4,0,4,8.91252233083655088e-1,9.06999347376633680e-1,7.48778169475747601e-1,9.06999347376633680e-1,8.68182826237896832e-2,4.00512633506949538e-33,3.01575873490313691e-33,4.00512633506949538e-33,0,2,2
103,5,1,5,1.22783596610210677e0,1.20481864534948935e0,8.93894862766481335e-1,1.20481864534948935e0,5.19558478532600523e-2,5.97377778514840247e-33,4.28757314209280050e-33,5.97377778514840247e-33,0,3,3
104,4,1,4,8.67601599599821194e-1,1.22256475583100332e0,1.16728277765128152e0,1.22256475583100332e0,1.68805811164017577e-1,1.72111122882098809e-32,1.18461115785189060e-32,1.72111122882098809e-32,0,2,2
105,4,1,4,1.00641128972731586e0,1.30552885540616681e0,1.16414615689207657e0,1.30552885540616681e0,6.18741212000313637e-2,7.00493676543979128e-33,5.73326877436149915e-33,7.00493676543979128e-33,0,2,2
106,4,1,4,1.05820481228446028e0,1.13650449797125708e0,1.09818063169405877e0,1.13650449797125708e0,1.26261378634146965e-1,1.16408860328076710e-32,7.64818609965552635e-33,1.16408860328076710e-32,0,2,2
107,4,1,4,1.20650562390874128e0,1.03387592207858492e0,9.21139339427790804e-1,1.03387592207858492e0,5.80807698750413354e-2,8.71898379061417967e-33,4.85365087577819029e-33,8.71898379061417967e-33,0,2,2
108,4,0,4,1.01533170243052062e0,1.40535324961796682e0,1.38038726832393910e0,1.40535324961796682e0,7.08593402589869194e-4,7.33556196204743570e-33,5.74647980129029583e-33,7.33556196204743570e-33,0,2,2
109,4,1,4,5.49152357994264761e-1,6.27772369665878238e-1,5.22966891667671518e-1,6.27772369665878238e-1,2.30644222377292020e-2,2.03232738716038225e-33,1.55097859967750016e-33,2.03232738716038225e-33,0,2,2
110,6,1,6,9.15017659916239068e-1,1.05124561187391774e0,7.34108134971236059e-1,1.05124561187391774e0,1.10755533607595200e-1,1.65654789095865752e-32,5.02034877202127481e-33,1.65654789095865752e-32,0,4,4
111,4,0,4,7.12824497425682546e-1,1.01659342224827198e0,8.98734271881179381e-1,1.01659342224827198e0,6.37146069134996162e-2,5.51085228453693747e-33,4.54173912115881898e-33,5.51085228453693747e-33,0,2,2
112,5,1,5,1.35184719391635522e0,1.35450330210137637e0,1.10726835193219464e0,1.35450330210137637e0,1.53693561942575024e-1,1.73180734354900644e-32,9.88467888308495607e-33,1.73180734354900644e-32,0,3,3
113,4,1,4,9.87167421671048095e-1,1.31151515961500587e0,1.27334333877712025e0,1.31151515961500587e0,1.24767771842265923e-1,1.21764686991749288e-32,1.09782204456114795e-32,1.21764686991749288e-32,0,2,2
114,4,1,4,7.94300914902653643e-1,9.43163260861134334e-1,8.91937093154637539e-1,9.43163260861134334e-1,1.77862157850064186e-2,8.66308045151875762e-33,8.18035484490195252e-33,8.66308045151875762e-33,0,2,2
115,4,1,4,1.37161736088028574e0,1.22257830418025670e0,1.18510188482845313e0,1.22257830418025670e0,5.82925020321907548e-3,1.61558210807116295e-32,1.49118408529123833e-32,1.61558210807116295e-32,0,2,2
116,4,1,4,1.34561581854371415e0,9.09341625942819420e-1,8.05981585677308043e-1,9.09341625942819420e-1,5.68079910826789283e-2,8.01508525204195231e-33,6.79226444959159623e-33,8.01508525204195231e-33,0,2,2
117,4,1,4,7.39845986739563810e-1,1.12822809273205338e0,8.86580258442930313e-1,1.12822809273205338e0,9.68998904531828270e-2,7.57096863455795389e-33,4.42938953324480202e-33,7.57096863455795389e-33,0,2,2
118,4,1,4,7.39707948140476801e-1,8.69638226499137912e-1,7.84899772551899577e-1,8.69638226499137912e-1,1.03582215754086139e-2,7.51387944656187707e-33,4.38129031381382110e-33,7.51387944656187707e-33,0,2,2
119,4,0,4,1.11438340005234249e0,1.08838160790926519e0,1.00188994375794316e0,1.08838160790926519e0,6.96988658601394723e-2,4.85752369561782997e-33,4.13670723591515724e-33,4.85752369561782997e-33,0,2,2
120,4,1,4,1.27275643627605883e0,1.01377384638376955e0,9.51345636482860857e-1,1.01377384638376955e0,3.79434200315557010e-2,1.97116634008378610e-32,1.36202972261525451e-32,1.97116634008378610e-32,0,2,2
121,4,1,4,9.79260016483026519e-1,1.25313189110202461e0,1.23771273483094646e0,1.25313189110202461e0,1.32000516994234349e-2,1.03405829123017937e-32,1.03255034105394716e-32,1.03405829123017937e-32,0,2,2
122,4,0,4,8.91388304084404060e-1,1.08112514808219751e0,8.80809399283050687e-1,1.08112514808219751e0,1.51025096605879143e-2,2.62212570873595139e-32,2.30465789934700345e-32,2.62212570873595139e-32,0,2,2
123,4,1,4,9.83217020710000167e-1,8.12088166680177470e-1,6.89120133394166778e-1,8.12088166680177470e-1,1.55584475592024010e-2,4.49665886854128543e-33,3.96717276058052267e-33,4.49665886854128543e-33,0,2,2
124,4,0,4,1.06112021491149155e0,9.46530364490079434e-1,9.00204478107435868e-1,9.46530364490079434e-1,2.82146097188817023e-2,2.59738066895393539e-33,2.59031834117749887e-33,2.59738066895393539e-33,0,2,2
125,4,1,4,1.03365131345072458e0,1.17891701777891900e0,1.16232042467638585e0,1.17891701777891900e0,7.89224529586891183e-2,8.20815865001038268e-33,6.86275193566297686e-33,8.20815865001038268e-33,0,2,2
126,4,0,4,9.13829873132039783e-1,8.74088411663417220e-1,8.12378200161503861e-1,8.74088411663417220e-1,5.97578921752033171e-2,8.88845684837449668e-33,5.21082781835229027e-33,8.88845684837449668e-33,0,2,2
127,4,1,4,5.82085248356456919e-1,5.90493794695258312e-1,5.55542690147074802e-1,5.90493794695258312e-1,3.49962965346347424e-2,4.78319585013147990e-33,3.10668338395997527e-33,4.78319585013147990e-33,0,2,2
131,4,0,4,3.91762713562243847e-1,7.46300766853815745e-1,6.31533696001518652e-1,7.46300766853815745e-1,2.31680125023858048e-2,5.35215713360854319e-33,3.95286285447156304e-33,5.35215713360854319e-33,0,2,2
134,4,0,4,8.09285296506711327e-1,1.07950202289277164e0,1.05291089979517816e0,1.07950202289277164e0,6.48883932864890989e-2,1.16832762221092742e-32,8.91453012924683571e-33,1.16832762221092742e-32,0,2,2
136,4,0,4,7.92535461019324594e-1,7.74858876842141608e-1,5.99345610332121859e-1,7.74858876842141608e-1,5.38599183787106042e-2,3.65230553544292229e-33,2.17326182276037493e-33,3.65230553544292229e-33,0,2,2
149,4,0,4,9.37859694552579337e-1,7.58634343497022856e-1,5.94895395095335733e-1,7.58634343497022856e-1,3.96115260939580924e-2,4.76575324667566236e-33,2.74982484541296031e-33,4.76575324667566236e-33,0,2,2
155,4,0,4,7.82059613212582772e-1,9.55054012162412369e-1,7.58892806506887063e-1,9.55054012162412369e-1,8.58083628874708459e-2,5.83405078796760087e-33,3.67205545014170322e-33,5.83405078796760087e-33,0,2,2
156,6,0,6,1.12488792840347895e0,1.30941319335698281e0,1.14721293125774237e0,1.30941319335698281e0,4.25763881540759226e-1,7.40410924298513574e-33,5.11537459458338371e-33,7.40410924298513574e-33,0,4,4
158,5,0,5,6.63301130666553940e-1,7.54694996578548327e-1,6.48624001425961327e-1,7.54694996578548327e-1,2.79836233955564478e-2,4.13849095048936183e-33,3.30573673510731283e-33,4.13849095048936183e-33,0,3,3
159,4,0,4,7.15510244416648566e-1,8.75549901143053977e-1,8.10047238997953167e-1,8.75549901143053977e-1,6.97769409838426835e-2,7.24114508376385483e-33,5.28612389212185205e-33,7.24114508376385483e-33,0,2,2
160,4,0,4,7.66064106920071319e-1,1.02411500322551285e0,8.65920073064369133e-1,1.02411500322551285e0,3.48273488141977033e-2,3.44039343833515376e-33,3.05249534988681876e-33,3.44039343833515376e-33,0,2,2
172,4,0,4,9.24960158262761567e-1,8.46585216082594627e-1,8.32628467089078228e-1,8.46585216082594627e-1,8.29118824517695585e-2,4.28893737661123202e-33,3.44348606622777078e-33,4.28893737661123202e-33,0,2,2
175,4,0,4,1.03618290806949487e0,1.12433852509487409e0,1.09584694889789169e0,1.12433852509487409e0,5.51106794147868811e-2,1.10004023584684105e-32,9.42029234289838416e-33,1.10004023584684105e-32,0,2,2
176,4,0,4,1.31349145213002161e0,1.19725985827347103e0,1.00220569797871550e0,1.19725985827347103e0,1.19439094426323000e-1,8.84026929175155285e-33,6.31286502809524157e-33,8.84026929175155285e-33,0,2,2
179,4,0,4,1.12043498713295886e0,1.28948535690056998e0,1.27633089814641476e0,1.28948535690056998e0,8.41216829813627308e-4,1.00278650693045061e-32,8.67436607245495063e-33,1.00278650693045061e-32,0,2,2
184,4,0,4,6.79080619415385223e-1,1.04767564697170057e0,9.41631317220003705e-1,1.04767564697170057e0,5.36638849621104462e-5,1.11239011788684275e-32,7.96153826400711979e-33,1.11239011788684275e-32,0,2,2
192,4,0,4,5.52738346524845769e-1,8.12706944660579356e-1,6.92337668566548325e-1,8.12706944660579356e-1,1.30255763648218174e-2,3.75761784040746188e-33,2.68065050014672473e-33,3.75761784040746188e-33,0,2,2
195,5,0,5,1.38112174135986887e0,1.18646874161568894e0,1.09757825554492694e0,1.18646874161568894e0,1.70696069811201390e-1,1.38942485704442660e-32,1.25146846832825452e-32,1.38942485704442660e-32,0,3,3
196,10,0,10,1.41349838653333260e0,1.20520589930669164e0,9.18334165392745261e-1,1.20520589930669164e0,4.65467062450594826e-1,1.51173817919273957e-32,5.87876732144193879e-33,1.51173817919273957e-32,0,8,8
197,4,0,4,7.31259782296622807e-1,5.12848600301876179e-1,5.10523870971636429e-1,5.12848600301876179e-1,3.56852322514168777e-2,1.91858495977020355e-33,1.83102676892894332e-33,1.91858495977020355e-33,0,2,2
203,4,0,4,1.10645832035212521e0,1.26291801218040400e0,1.17201721501968437e0,1.26291801218040400e0,1.34506200007147525e-1,1.88959648839428088e-32,1.19634199302122187e-32,1.88959648839428088e-32,0,2,2
207,4,0,4,3.86480437248551800e-1,4.80576367496291512e-1,4.03159939830241343e-1,4.80576367496291512e-1,2.45544520982407793e-3,1.13976633880088342e-33,8.88696016152292134e-34,1.13976633880088342e-33,0,2,2
210,4,0,4,9.11370631386352770e-1,1.30236418322699499e0,1.23963291688270716e0,1.30236418322699499e0,1.93353054197308638e-1,2.24215486898107252e-32,1.47564481701716549e-32,2.24215486898107252e-32,0,2,2
218,4,0,4,6.12615379290069373e-1,1.29886023504638937e0,1.25832992707640212e0,1.29886023504638937e0,1.82112612718644713e-2,1.20848842855327096e-32,1.05651077342853849e-32,1.20848842855327096e-32,0,2,2
223,4,0,4,8.42242571186619937e-1,1.19893117166325780e0,1.08592213171811647e0,1.19893117166325780e0,5.83146635046734238e-2,7.42889252782320748e-33,6.59513814232625286e-33,7.42889252782320748e-33,0,2,2
228,4,0,4,1.17099068536971629e0,7.33436902677737090e-1,6.63372146967515341e-1,7.33436902677737090e-1,1.36662648110807250e-1,3.54506474183800229e-33,3.11958609735629044e-33,3.54506474183800229e-33,0,2,2
230,4,0,4,8.84914088748146366e-1,5.74238476046132873e-1,5.27565810679603064e-1,5.74238476046132873e-1,1.88785214289864875e-2,4.07457401946223038e-33,2.94941190764354374e-33,4.07457401946223038e-33,0,2,2
234,4,0,4,7.85711139292377569e-1,1.16848263367593797e0,9.53417796888654134e-1,1.16848263367593797e0,1.63948039086643127e-1,5.23940907150140486e-33,4.67989211200009764e-33,5.23940907150140486e-33,0,2,2
244,4,0,4,1.36912345191911844e0,1.08975009792795774e0,1.02364270341542807e0,1.08975009792795774e0,6.95484982500178678e-2,4.59344129975665492e-33,2.87266548330570026e-33,4.59344129975665492e-33,0,2,2
246,4,0,4,1.39449981686467650e0,8.70246475196281066e-1,8.09534446903822147e-1,8.70246475196281066e-1,1.91357813618015460e-1,5.79735860702851345e-33,4.61150038982737866e-33,5.79735860702851345e-33,0,2,2
253,4,0,4,1.37347745816103584e0,1.03317754701381892e0,9.37904925680311030e-1,1.03317754701381892e0,7.61341210796669110e-2,3.23800870195648811e-33,3.03043939595625219e-33,3.23800870195648811e-33,0,2,2
257,4,0,4,1.12454764145988140e0,1.22775142983735575e0,1.21254878972228086e0,1.22775142983735575e0,9.45580002753701188e-2,1.79788018792805977e-32,1.32302043972318854e-32,1.79788018792805977e-32,0,2,2
269,5,0,5,1.07660328172856312e0,1.32774041819100819e0,1.05570678074778868e0,1.32774041819100819e0,2.16268509641250523e-1,2.75554277485760028e-32,1.34885641866347542e-32,2.75554277485760028e-32,0,3,3
271,4,0,4,9.90789675884777954e-1,1.03248234394662664e0,9.04405178504065321e-1,1.03248234394662664e0,1.01790452215394955e-1,6.79394285643828566e-33,5.06815456538634576e-33,6.79394285643828566e-33,0,2,2
273,4,0,4,6.28115851501668820e-1,1.11434793037309232e0,8.68424013137700679e-1,1.11434793037309232e0,4.78928809227844171e-2,7.52419594755757198e-33,5.29477926685679250e-33,7.52419594755757198e-33,0,2,2
274,4,0,4,5.53307153441661148e-1,6.78384019455237630e-1,6.35184897871493570e-1,6.78384019455237630e-1,4.94688036833584865e-2,3.11673800360100746e-33,2.92993475264514503e-33,3.11673800360100746e-33,0,2,2
281,5,0,5,1.08715618217386378e0,1.31677039012121599e0,1.25994955245038298e0,1.31677039012121599e0,1.33948476002224481e-1,1.17785617953008338e-32,6.51312918960934325e-33,1.17785617953008338e-32,0,3,3
284,5,0,5,1.14583547873989788e0,1.17676520088363490e0,1.01858091942933737e0,1.17676520088363490e0,8.79293235445024329e-2,5.90993722161842199e-33,4.60766893049764261e-33,5.90993722161842199e-33,0,3,3
288,5,0,5,1.21055823687645892e0,1.28314342381748547e0,1.23189341597317670e0,1.28314342381748547e0,4.50031890159186987e-1,8.24319942771197406e-33,6.70781270498665011e-33,8.24319942771197406e-33,0,3,3
289,5,0,5,1.40307672062733335e0,9.59999578800471154e-1,8.36424206141126447e-1,9.59999578800471154e-1,2.22304696368734928e-1,1.73425026720815197e-32,1.15878699984309125e-32,1.73425026720815197e-32,0,3,3
290,4,0,4,1.21626610373917488e0,9.76983886270296198e-1,8.93168025385806641e-1,9.76983886270296198e-1,2.58731044375086816e-1,4.41984409746717423e-33,3.14644415971191994e-33,4.41984409746717423e-33,0,2,2
296,4,0,4,1.34624992033771762e0,9.59311291414993050e-1,9.42237944693934848e-1,9.59311291414993050e-1,4.57067371185453097e-2,1.36907375762174743e-32,8.14054882830920335e-33,1.36907375762174743e-32,0,2,2
297,4,0,4,4.58933945654152908e-1,1.00543111761359394e0,6.87897262604476922e-1,1.00543111761359394e0,3.63880880684770702e-2,8.24038796543483281e-33,4.59055172714962210e-33,8.24038796543483281e-33,0,2,2
298,4,0,4,9.32941786448782229e-1,9.29309572662372907e-1,7.99375046451623161e-1,9.29309572662372907e-1,2.43488486615172153e-2,4.64934695020651867e-33,3.87480851228489630e-33,4.64934695020651867e-33,0,2,2
300,4,0,4,1.34235791672549643e0,1.20104259755222809e0,1.12328504738263324e0,1.20104259755222809e0,9.08555106088426434e-2,6.46929635473580585e-33,5.19154456636768704e-33,6.46929635473580585e-33,0,2,2
302,4,0,4,1.28359120767700818e0,1.23589622171687119e0,1.16219706443406645e0,1.23589622171687119e0,6.67914899439262227e-3,1.89856216204135845e-32,1.33831087088020595e-32,1.89856216204135845e-32,0,2,2
304,4,0,4,1.09366420947749465e0,1.35164096469267547e0,1.25705239694136162e0,1.35164096469267547e0,2.27462492653645515e-1,1.75067346354594733e-32,1.13005265163253531e-32,1.75067346354594733e-32,0,2,2
306,4,0,4,6.91906716092929752e-1,1.17268366318703299e0,9.04802220316094141e-1,1.17268366318703299e0,1.03116394038682377e-1,6.44470623650692627e-33,5.08328482935585670e-33,6.44470623650692627e-33,0,2,2
311,4,0,4,6.77567370447018313e-1,1.22877307868457697e0,9.10053586327099984e-1,1.22877307868457697e0,1.29806414983771046e-2,1.06846227742920709e-32,6.47183724231104380e-33,1.06846227742920709e-32,0,2,2
312,4,0,4,1.03308108439020230e0,1.35821052549372179e0,1.13711609633768784e0,1.35821052549372179e0,1.19504224007963220e-1,1.58857293599101906e-32,9.43959875384345343e-33,1.58857293599101906e-32,0,2,2
313,4,0,4,9.67512684581365523e-1,1.33347497545706184e0,1.26381162340452846e0,1.33347497545706184e0,1.29944547933527443e-1,6.62658064025463225e-33,5.06804817831231965e-33,6.62658064025463225e-33,0,2,2
316,4,0,4,2.81615474276257327e-1,1.03153685434212772e0,8.90206490819199114e-1,1.03153685434212772e0,2.28872753889240235e-2,5.30584532072774702e-33,5.03141042775436563e-33,5.30584532072774702e-33,0,2,2
318,5,0,5,1.33842413178444697e0,1.27169385902933385e0,1.00952399809505344e0,1.27169385902933385e0,1.27023769479725462e-1,2.51465040324168480e-32,1.25575354374466670e-32,2.51465040324168480e-32,0,3,3
319,4,0,4,6.07394860270876524e-1,5.63347465712036422e-1,4.15986671758021176e-1,5.63347465712036422e-1,1.24908426633633784e-2,5.68461593287906800e-33,3.69831956480486738e-33,5.68461593287906800e-33,0,2,2
331,5,0,5,8.67115479113304777e-1,7.82321002577076041e-1,7.42195845076256688e-1,7.82321002577076041e-1,6.80416681876383350e-2,3.88582806878107804e-33,2.82870698750397575e-33,3.88582806878107804e-33,0,3,3
336,4,0,4,6.45041821057872333e-1,8.35881627412161321e-1,6.11109670218929257e-1,8.35881627412161321e-1,2.18796891286295488e-2,5.56583293236501222e-33,3.60646484609099364e-33,5.56583293236501222e-33,0,2,2
342,4,0,4,1.21419763503118827e0,1.16482515994288671e0,1.14599231018527847e0,1.16482515994288671e0,3.75114815721331943e-2,1.09390013761543974e-32,6.85341738320899615e-33,1.09390013761543974e-32,0,2,2
344,4,0,4,1.36083994196090829e0,1.03194771573332167e0,1.02413121895914605e0,1.03194771573332167e0,2.87444819769958282e-1,5.96273993744539060e-33,5.40760624264773048e-33,5.96273993744539060e-33,0,2,2
349,4,0,4,7.10606269898244824e-1,3.92136476066421102e-1,2.66928001871343690e-1,3.92136476066421102e-1,4.53026977786155204e-3,2.62523121727965354e-33,1.37846966321967306e-33,2.62523121727965354e-33,0,2,2
355,4,0,4,1.03681673755502279e0,1.11238858569681454e0,9.33051119294620923e-1,1.11238858569681454e0,5.64928754092524146e-2,1.00275646485283257e-32,7.26297267793683843e-33,1.00275646485283257e-32,0,2,2
357,4,0,4,7.83355928698157733e-1,1.06469996318497362e0,1.01953874679326750e0,1.06469996318497362e0,4.86552829329974582e-2,4.20632408232925577e-33,3.10591836210455066e-33,4.20632408232925577e-33,0,2,2
359,4,0,4,6.44626292249951827e-1,8.47321011819726966e-1,6.83171692123673679e-1,8.47321011819726966e-1,3.45399083380942828e-2,4.44171929894864574e-33,3.98802848071311927e-33,4.44171929894864574e-33,0,2,2
361,4,0,4,6.70237421542023148e-1,1.13958211949799071e0,9.58986943047136275e-1,1.13958211949799071e0,3.55172493867954834e-7,6.10258593391102066e-33,5.52496459514561193e-33,6.10258593391102066e-33,0,2,2
364,4,0,4,1.01335151089265474e0,1.18194509299787165e0,1.11570090150939327e0,1.18194509299787165e0,6.34385843107722613e-2,9.31011200639984146e-33,8.90457164762193780e-33,9.31011200639984146e-33,0,2,2
375,4,0,4,1.28104358650214833e0,1.37798022657696162e0,1.34391027024374887e0,1.37798022657696162e0,1.90741146232297383e-2,1.43169774798846198e-32,1.27603907630022815e-32,1.43169774798846198e-32,0,2,2
377,4,0,4,8.94096692497525103e-1,1.25128516141922463e0,1.15115399867703694e0,1.25128516141922463e0,1.12161214185074354e-1,1.06105871846826127e-32,8.62936180170493712e-33,1.06105871846826127e-32,0,2,2
378,4,0,4,8.86222259485958008e-1,9.27684942633771104e-1,8.25815585692897480e-1,9.27684942633771104e-1,5.01895130542023074e-2,3.31373816992861868e-33,2.58477460329505162e-33,3.31373816992861868e-33,0,2,2
388,4,0,4,1.29193421426674915e0,1.40480503319090677e0,1.30586872076648275e0,1.40480503319090677e0,5.64754446060588972e-2,5.27202414106233247e-33,3.99479499449234259e-33,5.27202414106233247e-33,0,2,2
392,4,0,4,9.85179285360490153e-1,9.69659876457835357e-1,9.64944306455079781e-1,9.69659876457835357e-1,7.28083060314273361e-2,8.03248606401139250e-33,7.42789715439317237e-33,8.03248606401139250e-33,0,2,2
396,4,0,4,1.33135963827990111e0,9.08348930899144813e-1,8.83604399319158018e-1,9.08348930899144813e-1,1.48287924998036810e-3,1.26737181779036199e-32,8.59192229865355384e-33,1.26737181779036199e-32,0,2,2
399,4,0,4,1.08675551082768518e0,1.31351365420585275e0,1.29221714098986906e0,1.31351365420585275e0,6.71070766740170382e-2,3.12503348543506578e-33,2.89112491443112036e-33,3.12503348543506578e-33,0,2,2
400,4,0,4,7.17659952915126742e-1,8.34108172671231829e-1,7.13253734709874632e-1,8.34108172671231829e-1,1.19299668052296557e-2,6.85751719149171336e-33,4.76229703923757494e-33,6.85751719149171336e-33,0,2,2
402,4,0,4,1.22586431951556607e0,8.87631406332325290e-1,7.19360605685514853e-1,8.87631406332325290e-1,1.17971262393069279e-1,1.08459120212555903e-32,6.49054905528603823e-33,1.08459120212555903e-32,0,2,2
413,4,0,4,7.42185245971051066e-1,1.16961596326198225e0,1.16129086102125800e0,1.16961596326198225e0,6.27400535191677544e-2,1.10171051446528594e-32,7.97603413064153347e-33,1.10171051446528594e-32,0,2,2

===== Gate3 E1 samples.csv =====
sample_id,sample_label,answer_length,steps_total,rotors_total,rotors_valid,missing_even_rotor_steps,kappa_count,tau_count,l3_kappa_max,l3_kappa_mean,l3_kappa_std,l3_kappa_ratio,l4_tau_max,l4_tau_mean,l4_tau_std,l4_tau_p90,missing_reason
0,1,4,4,3,3,0,2,2,9.36543159948044490e-1,8.52135228910040787e-1,8.44079310380037584e-2,1.09905461970627494e0,4.86570138145650275e-34,3.08509647491659298e-34,1.78060490653990999e-34,4.86570138145650275e-34,
1,1,4,4,3,3,0,2,2,8.74343102232179370e-1,8.59112216386288985e-1,1.52308858458903851e-2,1.01772863376330114e0,2.71265370468363909e-34,1.71706638137469050e-34,9.95587323308948592e-35,2.71265370468363909e-34,
2,1,4,4,3,3,0,2,2,8.19987775301382893e-1,6.66957761909453772e-1,1.53030013391929176e-1,1.22944483463812593e0,3.06651596577615203e-34,3.00083329253093141e-34,6.56826732452206188e-36,3.06651596577615203e-34,
3,1,4,4,3,3,0,2,2,1.04411044932638686e0,9.27384935836706115e-1,1.16725513489680799e-1,1.12586522486950735e0,5.62571250149372862e-33,3.28851306030939426e-33,2.33719944118433367e-33,5.62571250149372862e-33,
4,1,4,4,3,3,0,2,2,6.26936521918881384e-1,5.78995167701274349e-1,4.79413542176070906e-2,1.08280095740339899e0,1.92363658615885580e-34,1.40948396483723915e-34,5.14152621321616648e-35,1.92363658615885580e-34,
5,1,5,5,4,4,0,3,3,1.03450533534243050e0,8.76120474005618988e-1,1.37575085196478097e-1,1.18077977405627399e0,7.73685689442200671e-34,6.32322391851242963e-34,1.39661758387867583e-34,7.73685689442200671e-34,
6,1,4,4,3,3,0,2,2,1.13111759123802136e0,1.12697033045340733e0,4.14726078461402636e-3,1.00368000884543740e0,2.75908367590704085e-33,2.39707840070009327e-33,3.62005275206947577e-34,2.75908367590704085e-33,
7,1,6,6,5,5,0,4,4,1.32102515099043538e0,1.01798857606546411e0,2.62242626711090776e-1,1.29768170493249602e0,2.72895127773621855e-33,1.87950385239869402e-33,5.26168004734353128e-34,2.72895127773621855e-33,
8,1,4,4,3,3,0,2,2,8.12164919590624423e-1,8.03103099502553430e-1,9.06182008807099315e-3,1.01128350780078424e0,1.05274211345847200e-33,7.12136265699605256e-34,3.40605847758866789e-34,1.05274211345847200e-33,
9,1,4,4,3,3,0,2,2,8.46271101150074867e-1,8.24252982609143370e-1,2.20181185409315527e-2,1.02671281633853950e0,9.29579461109931650e-34,5.60052825894935782e-34,3.69526635214995911e-34,9.29579461109931650e-34,
10,0,4,4,3,3,0,2,2,1.10124742143021948e0,9.47965102412131388e-1,1.53282319018088087e-1,1.16169616226172856e0,1.01516867631363554e-33,8.60705281959129007e-34,1.54463394354506537e-34,1.01516867631363554e-33,
