realdata_balanced_report_date=2026-03-03
git_commit_sha=f0e577e8d0fb20da3870b300e3adefbb3955eb4d
focus_method=E2
input_jsonl=data/realdata/halueval_spans_train.jsonl
n0_requested=100
n1_requested=100
n0_selected=100
n1_selected=100
label_count_0=100
label_count_1=100
label_count_null=0
unitization_id=sentence_split_v2_min4
unit_count_min=4
unit_count_max=10
unit_count_mean=4.28
gate3_n_samples_valid=200
gate3_n_samples_missing=0
artifact_path_gate2=runs\realdata_E2_gate2
artifact_path_gate3=runs\realdata_E2_gate3
label_count_report_path=attestations\realdata_ab\2026-03-03_halueval_label_counts.txt
hf_provenance_path=data\realdata\hf_halueval_provenance.json
hf_provenance_sha256=4ad5bcf6efb426c28ea2823a11aa6c0696f1ea9dcbda42216b3ec6ac3b2da103
vec8_postproc_id=e8_softsnap_chunk48_k3_beta12_v1
e2_k=3
e2_beta=12.0
e2_roots_hash_sha256=32809837b7f82b99c1d28d4783f1107773bafca78c915af54fafa635623cd9c7
e2_root_verify_path=attestations/realdata_ab/2026-03-03_e8_roots_verify.txt
e2_root_verify_sha256_meta=e884399acdcf2ab62b78ca59b44c3bc4610fd75c9ebb2a73553615d31f58bee5
e2_root_verify_sha256_file=e884399acdcf2ab62b78ca59b44c3bc4610fd75c9ebb2a73553615d31f58bee5
e2_anchor_stats_csv=data\realdata\e2_anchor_stats.csv

===== Gate3 Missing Reasons =====
(none)

===== Label-wise Effect Stats (Gate2) =====
{"label0_rows": 100, "label1_rows": 100, "label_col": "sample_label", "metrics": {"h1b_closure_error": {"cliffs_delta_label1_vs_label0": 0.0172, "median_label0": 1.3803398312620092, "median_label1": 1.3812903720355847, "n0": 100, "n1": 100, "p_two_sided": 0.8345186928160553, "u_stat_min": 4914.0, "z": -0.20890974984928193}, "h2_loop_mean": {"cliffs_delta_label1_vs_label0": 0.0764, "median_label0": 1.1052068119063958, "median_label1": 1.1094964468774222, "n0": 100, "n1": 100, "p_two_sided": 0.35125753310248875, "u_stat_min": 4618.0, "z": -0.9321528604386088}, "h3_ratio_total_product": {"cliffs_delta_label1_vs_label0": -0.0784, "median_label0": 0.8068132748447857, "median_label1": 0.7967534165408068, "n0": 100, "n1": 100, "p_two_sided": 0.3387758795663443, "u_stat_min": 4608.0, "z": -0.9565867493098699}}, "missing_metrics": [], "n_rows": 200, "source": "runs/realdata_E2_gate2/samples.csv"}

===== Label-wise Effect Stats (Gate3) =====
{"label0_rows": 100, "label1_rows": 100, "label_col": "sample_label", "metrics": {"l3_kappa_max": {"cliffs_delta_label1_vs_label0": -0.1194, "median_label0": 1.3975591521452966, "median_label1": 1.393023298367957, "n0": 100, "n1": 100, "p_two_sided": 0.14498352237267031, "u_stat_min": 4403.0, "z": -1.4574814711707214}, "l3_kappa_mean": {"cliffs_delta_label1_vs_label0": -0.1718, "median_label0": 0.9953582906865555, "median_label1": 0.9825010506112425, "n0": 100, "n1": 100, "p_two_sided": 0.03593613137762095, "u_stat_min": 4141.0, "z": -2.0976493595977606}, "l4_tau_max": {"cliffs_delta_label1_vs_label0": -0.1344, "median_label0": 9.01661208403245e-33, "median_label1": 7.787829543716016e-33, "n0": 100, "n1": 100, "p_two_sided": 0.10085230378791063, "u_stat_min": 4328.0, "z": -1.6407356377051792}, "l4_tau_mean": {"cliffs_delta_label1_vs_label0": -0.1804, "median_label0": 2.3568115595521664e-33, "median_label1": 2.2337649726831313e-33, "n0": 100, "n1": 100, "p_two_sided": 0.027614836595287632, "u_stat_min": 4098.0, "z": -2.202715081744183}, "l4_tau_p90": {"cliffs_delta_label1_vs_label0": -0.1486, "median_label0": 4.9091817925085926e-33, "median_label1": 4.592342351265814e-33, "n0": 100, "n1": 100, "p_two_sided": 0.06964443954188569, "u_stat_min": 4257.0, "z": -1.8142162486911326}}, "missing_metrics": [], "n_rows": 200, "source": "runs/realdata_E2_gate3/samples.csv"}

===== Label-wise Effect Stats (E2 Anchor) =====
{"label0_rows": 100, "label1_rows": 100, "label_col": "label", "metrics": {"anchor_max": {"cliffs_delta_label1_vs_label0": 0.0498, "median_label0": 0.21166762625436703, "median_label1": 0.21235011467474116, "n0": 100, "n1": 100, "p_two_sided": 0.5437300445104136, "u_stat_min": 4751.0, "z": -0.6071821384508369}, "anchor_mean": {"cliffs_delta_label1_vs_label0": 0.1038, "median_label0": 0.17467564501594537, "median_label1": 0.175150452513622, "n0": 100, "n1": 100, "p_two_sided": 0.2051920722312335, "u_stat_min": 4481.0, "z": -1.2668971379748852}, "anchor_p90": {"cliffs_delta_label1_vs_label0": -0.013, "median_label0": 0.20219028586173016, "median_label1": 0.20195336817441503, "n0": 100, "n1": 100, "p_two_sided": 0.8747731200482236, "u_stat_min": 4935.0, "z": -0.15759858321963374}}, "missing_metrics": [], "n_rows": 200, "source": "data/realdata/e2_anchor_stats.csv"}

===== Focus Gate2 summary.csv =====
spec_version,method_id,composition_id,dataset_revision_id,code_git_commit,build_target_triple,rustc_version,n_samples_total,n_samples_h1b_present,n_samples_h2_present,n_samples_h3_total_present,h1b_mean,h1b_p90,h1b_max,h2_mean,h2_p90,h2_max,h3_total_mean,h3_total_p90,h3_total_max,h3_loop_mean,h3_loop_p90,h3_loop_max
v4.1.0-ssot.3,rotor_holonomy_telemetry_v1,strict_left_fold_time_reversed_normalize_once_v1,halueval-spans_train_main,unknown,unknown,unknown,200,200,200,200,1.36778537990163862e0,1.40734568929099368e0,1.41318979866381156e0,1.10533169345356885e0,1.15351560145814669e0,1.20495470889954115e0,7.70610707320301458e-1,9.08371118960071278e-1,9.83903225887277744e-1,8.01353052760320334e-33,9.35008615708033668e-33,1.04653988016312287e-32

===== Focus Gate3 summary.csv =====
run_id,n_samples_total,n_samples_valid,n_samples_missing,kappa_count_total,tau_count_total,kappa_global_mean,kappa_global_p90,kappa_global_max,tau_global_mean,tau_global_p90,tau_global_max
realdata_E2_e8softsnap,200,200,0,9200,9200,9.90389199704346468e-1,1.03895427526629036e0,1.09818259144538533e0,2.30423809038323088e-33,2.80500608867408734e-33,3.40572347706178735e-33

===== Focus Gate2 samples.csv =====
sample_id,n_ans_units,sample_label,answer_length,h1b_closure_error,h2_loop_max,h2_loop_mean,h2_loop_p90,h3_ratio_total_product,h3_ratio_triangle_loop_max,h3_ratio_triangle_loop_mean,h3_ratio_triangle_loop_p90,missing_even_rotor_steps,loops_considered,loops_used
71,48,1,4,1.31228033297505564e0,1.40788405722182519e0,1.16302578066366302e0,1.39894078741965955e0,5.77246982323770030e-1,2.03340624252906447e-32,8.44438251480639647e-33,1.66137142079870701e-32,0,46,46
72,48,1,5,1.28473491286348929e0,1.40643586382828523e0,1.10641421546989394e0,1.34611964450931598e0,6.09467945270843359e-1,1.62074917103487211e-32,6.21260484405972166e-33,1.27950614970981362e-32,0,46,46
73,48,0,4,1.32948396061645235e0,1.40410261240675838e0,1.15329962028635946e0,1.39263155641143443e0,7.99184174596739960e-1,3.07145260532959428e-32,8.27018644800857186e-33,1.45498954220162212e-32,0,46,46
74,48,1,4,1.31224750452274130e0,1.40291366576206933e0,1.12481992322513613e0,1.37336268688969598e0,6.97084049189671595e-1,3.66986097608423896e-32,7.80214913417607077e-33,1.37687287320638393e-32,0,46,46
75,48,1,4,1.40103146804045875e0,1.40939651232387653e0,1.12916648299057720e0,1.34563794040059648e0,7.54627871183518817e-1,3.25501918103843701e-32,9.19192393429018071e-33,1.94738184343035838e-32,0,46,46
76,48,1,4,1.38581829631857278e0,1.40362381244813506e0,1.15329835690444216e0,1.39148304077534735e0,8.89580970849279895e-1,3.39785670338928871e-32,7.14579693706214093e-33,1.30277589458579639e-32,0,46,46
77,48,1,4,1.40933848586631960e0,1.41290544108869631e0,1.12253857718820704e0,1.38115525337142930e0,9.44530946881638744e-1,4.96908781716225306e-32,7.96897021056428998e-33,1.67675063013898268e-32,0,46,46
78,48,0,4,1.41309888837902875e0,1.41304742226653612e0,1.07647847663958207e0,1.35917855208056815e0,6.27711995949651325e-1,1.80533201597853398e-32,6.79117228214672966e-33,1.29291480633681091e-32,0,46,46
79,48,1,4,1.38357030508828238e0,1.39645522914468789e0,1.11922025945557557e0,1.35882639751657819e0,8.37839666296701036e-1,1.95670910028650105e-32,6.80899774049908422e-33,1.12956638299436622e-32,0,46,46
80,48,1,4,1.40442219143673452e0,1.39813779899949897e0,1.06547461565343693e0,1.34617845564173577e0,8.75597552529589707e-1,2.72767076815406960e-32,7.57341130184058911e-33,1.50103604870351547e-32,0,46,46
81,48,0,4,1.39393153633114442e0,1.39230795931206797e0,1.04636066517744331e0,1.35855907900032635e0,8.74255538049686809e-1,1.86342171993367580e-32,5.96758642583428474e-33,1.03103506552459242e-32,0,46,46
82,48,1,4,1.33429745057146909e0,1.41169305791264943e0,1.07527405315827229e0,1.36835545029227501e0,7.09406214044827288e-1,3.02120316594315293e-32,7.55850870248615768e-33,1.50076853513402867e-32,0,46,46
83,48,1,4,1.23504840993804677e0,1.38922511640515789e0,1.08306242402593100e0,1.36332893905396335e0,6.47362373808976210e-1,1.73979338392096847e-32,7.39137997330893773e-33,1.35809988337878679e-32,0,46,46
84,48,0,4,1.37890142293426310e0,1.40974697677050642e0,1.17762603862618076e0,1.37518276858240962e0,7.85611045460471002e-1,2.59960464730363189e-32,7.05694355047031588e-33,1.16446123080590130e-32,0,46,46
85,48,1,4,1.34728222032718592e0,1.41321511898479812e0,1.12101592613942103e0,1.39376112289380671e0,8.43337145280178668e-1,2.99071842360215717e-32,7.10488258367962514e-33,1.28359644974079012e-32,0,46,46
86,48,1,4,1.41116942850249405e0,1.40774790266216066e0,1.10525031113377770e0,1.34672070375444730e0,7.36259407315557501e-1,1.70425792210668929e-32,7.12168246617803856e-33,1.36887595336693431e-32,0,46,46
87,48,1,6,1.21811736724795172e0,1.40790012868596071e0,1.13574646300729243e0,1.38591522468724038e0,6.02967455134207686e-1,4.30103832589965102e-32,9.14048476048652481e-33,1.69688024167037822e-32,0,46,46
88,48,1,4,1.39098205907482297e0,1.41078293542957534e0,1.10822118340874076e0,1.38678524421619342e0,6.63770129669408404e-1,2.76151120265423821e-32,7.74813405638494528e-33,1.41434729081120910e-32,0,46,46
89,48,0,4,1.26911657440997194e0,1.41116059527796667e0,1.04702407110897289e0,1.34332684554470072e0,6.99761160760445922e-1,2.50718911393622189e-32,9.05417503835312164e-33,1.63961235826119755e-32,0,46,46
90,48,0,4,1.36000877801076281e0,1.40092230394092487e0,1.10990830752903391e0,1.36854020954132705e0,7.66984788915380467e-1,2.27163280880958608e-32,7.92838118954780037e-33,1.66381853533762247e-32,0,46,46
91,48,0,4,1.35813042536279793e0,1.41341616665510861e0,1.11815359899219535e0,1.37004675861814218e0,8.35566026425453745e-1,2.49958685591116872e-32,8.53171529135525184e-33,1.42571126700416469e-32,0,46,46
92,48,1,6,1.37509092665829002e0,1.40775958906659637e0,1.08901909714377187e0,1.34252794061971659e0,5.63872773259988636e-1,2.30892955679640944e-32,6.52088396334051213e-33,1.21862698555691455e-32,0,46,46
93,48,1,4,1.40793607338368676e0,1.41258826333166243e0,1.13686838384519695e0,1.38622849257484893e0,9.16846907693326107e-1,2.33574298402477385e-32,7.22193804466579987e-33,1.39872817832587098e-32,0,46,46
94,48,1,4,1.37943867288319755e0,1.37286628140764111e0,1.02873090939058232e0,1.34413595738997227e0,7.96160279631416334e-1,2.29744748018063474e-32,6.51636068133060273e-33,1.32450378697463028e-32,0,46,46
95,48,1,4,1.41273309343336062e0,1.40449942733251953e0,1.10113932944746473e0,1.34417879899144821e0,8.84762114976272551e-1,2.62366579615368062e-32,8.64053871858976134e-33,1.60055415334251696e-32,0,46,46
96,48,1,5,1.28207088091293753e0,1.41042157661846712e0,1.10729047933000224e0,1.37508305297200595e0,6.07667261448191276e-1,2.22169286057311187e-32,5.83110164616628578e-33,1.01913296281707109e-32,0,46,46
97,48,1,4,1.40158091487653724e0,1.40687684890027986e0,1.09429504328509997e0,1.35840309507691503e0,7.19057900983436027e-1,3.48488059611258392e-32,7.94506351634019367e-33,1.48719191315088993e-32,0,46,46
98,48,1,4,1.24343381397134212e0,1.39707025968460319e0,1.09323256891747111e0,1.35249067972923331e0,6.70487281802053858e-1,2.76294989695178440e-32,8.10980880425721932e-33,1.66519794139185568e-32,0,46,46
99,48,1,4,1.36249985826554854e0,1.41129564496782223e0,1.09372038187309006e0,1.36752630376420869e0,6.35694024858407203e-1,1.73021441816670384e-32,6.49187133747266739e-33,1.34880273072785839e-32,0,46,46
100,48,1,5,1.25860496951859013e0,1.39455742903046609e0,1.16662944600500018e0,1.35131348734433887e0,7.12614212895648080e-1,2.73639051817814227e-32,9.11551853582136926e-33,1.99669229423881726e-32,0,46,46
101,48,1,4,1.38099801484927420e0,1.40996377269035977e0,1.01788591605176615e0,1.38056612476115714e0,9.02289267105107817e-1,2.26607367993555960e-32,7.49150815065440402e-33,1.59396115650132111e-32,0,46,46
102,48,0,4,1.37165535822342100e0,1.40766813565504645e0,1.11975362280182300e0,1.36049998942736017e0,7.02174767416927526e-1,2.30135529204305915e-32,7.09327424228944388e-33,1.40526754435172984e-32,0,46,46
103,48,1,5,1.40484552972835419e0,1.40423163709868692e0,1.08784718794242385e0,1.37127831521684618e0,8.93206963016063060e-1,2.90103247806293568e-32,7.57735007785415210e-33,1.28104148722689719e-32,0,46,46
104,48,1,4,1.34548510892867323e0,1.39985035773051347e0,1.08908840918335836e0,1.34316623986303663e0,7.48083127515103974e-1,2.29455028944123243e-32,6.56773259633392810e-33,1.44869335631993736e-32,0,46,46
105,48,1,4,1.40446370949827792e0,1.41357555004435853e0,1.11490937042850002e0,1.37812117329555228e0,8.52561836846993604e-1,1.45043140359250327e-32,5.92625038491997423e-33,1.11676836503240994e-32,0,46,46
106,48,1,4,1.36339347870720728e0,1.41231168927600770e0,1.12630830842280383e0,1.38127552361266770e0,7.41985750850787218e-1,2.23683032775147820e-32,8.59892922919941500e-33,1.51394822704794173e-32,0,46,46
107,48,1,4,1.39285888830181181e0,1.41400064525494318e0,1.17257170151585499e0,1.37947131067280782e0,8.37247350527649759e-1,3.70770892088850578e-32,8.85623945713673567e-33,1.43727198382877987e-32,0,46,46
108,48,0,4,1.39840772832586890e0,1.41083349851224615e0,1.16603922508992808e0,1.38486710223062781e0,7.06066147355848939e-1,3.02410059343843779e-32,8.90469178078612546e-33,1.56144945084810591e-32,0,46,46
109,48,1,4,1.36729981617359653e0,1.40886783140327654e0,1.10788849460073857e0,1.36018566325844370e0,8.72334166505069786e-1,2.13841826764829573e-32,6.16907064992752281e-33,1.07870036797935294e-32,0,46,46
110,48,1,6,1.38295314018620807e0,1.40641781706883129e0,1.10908105846620852e0,1.38024528981706407e0,9.73489560667669562e-1,1.93890519855802790e-32,7.68376559122634602e-33,1.49062895003348541e-32,0,46,46
111,48,0,4,1.23103555407538945e0,1.40421897044136901e0,1.08052081629500307e0,1.37502276056814354e0,4.92519317787022848e-1,2.70078501895492407e-32,8.36187239997551643e-33,1.47822828364147138e-32,0,46,46
112,48,1,5,1.39004744515134382e0,1.41089312867223660e0,1.09535284350433737e0,1.38622523240808748e0,4.03214294953634422e-1,2.50991391188999439e-32,7.61218243625726340e-33,1.29111592742895790e-32,0,46,46
113,48,1,4,1.38686676006651566e0,1.41232812393174445e0,1.15292580643556142e0,1.38369512767419822e0,6.28251132017968006e-1,2.33039183108759894e-32,8.44347189114791016e-33,1.73627434754065140e-32,0,46,46
114,48,1,4,1.39750619244476471e0,1.41168296866586007e0,1.12896659434777868e0,1.38118143032867025e0,8.26742375408401675e-1,2.21493158540330959e-32,7.74406926428470014e-33,1.53979414170355173e-32,0,46,46
115,48,1,4,1.35098961476371437e0,1.41097397179609896e0,1.15372408801538917e0,1.34240790160608814e0,7.41721094704399730e-1,3.80226523961528436e-32,7.19637654778896700e-33,1.42302354109111611e-32,0,46,46
116,48,1,4,1.31048950756658233e0,1.40745407540522582e0,1.08705009259143437e0,1.37390994806871536e0,8.82004427817103420e-1,2.00766975952324371e-32,6.90820881894403759e-33,1.60109356208316328e-32,0,46,46
117,48,1,4,1.39848340098369728e0,1.41136558063559292e0,1.00345935390590690e0,1.29108203262770260e0,8.54191815343437910e-1,4.40931770239469934e-32,6.43363774142158179e-33,1.37245463947875274e-32,0,46,46
118,48,1,4,1.37366436882010201e0,1.39558280377994026e0,1.14841244289717470e0,1.37299889232694183e0,6.33815781408151313e-1,2.09800034954954564e-32,8.63635832488562025e-33,1.53202947841601205e-32,0,46,46
119,48,0,4,1.37690342584981207e0,1.40941911321056379e0,1.16178315390154840e0,1.39110222430210451e0,8.78616430385534386e-1,3.08263217117364612e-32,9.83060521669988116e-33,1.68009046342828227e-32,0,46,46
120,48,1,4,1.38270398553092444e0,1.39759458618015353e0,1.06397241970906853e0,1.37163588458956487e0,6.64272146880173997e-1,2.42648253675657364e-32,8.65495421242824813e-33,1.57502951913753138e-32,0,46,46
121,48,1,4,1.38852245263715002e0,1.41235891165435556e0,1.17354783883235347e0,1.38079519203206402e0,6.73058469935088888e-1,2.80203975842297333e-32,9.08088451376197591e-33,1.67361964728582290e-32,0,46,46
122,48,0,4,1.36284374576785750e0,1.40961444209883124e0,1.10673969504645986e0,1.37557398702302258e0,8.09238608280437255e-1,1.96953879978465701e-32,7.31478959092635541e-33,1.19583457783903861e-32,0,46,46
123,48,1,4,1.37669950391704132e0,1.40670124987220202e0,1.12458343765215596e0,1.37176677127107327e0,6.29135326792672367e-1,2.26317042017906621e-32,7.35282596823419941e-33,1.27977205542237247e-32,0,46,46
124,48,0,4,1.21610758151874632e0,1.40725404232376650e0,1.11632602613786847e0,1.36088751128118757e0,3.42159468266844791e-1,2.27787783338399557e-32,7.74777034150106955e-33,1.40887016495432441e-32,0,46,46
125,48,1,4,1.40073141704593107e0,1.40327311205596517e0,1.06094676377288089e0,1.32844696602459145e0,6.67911229795089323e-1,2.98282620642648552e-32,7.56621794364246778e-33,1.49855278505205897e-32,0,46,46
126,48,0,4,1.39848230027710208e0,1.41206066172484301e0,1.15351560145814669e0,1.37816906466588929e0,8.96702133907817389e-1,2.61331307253195494e-32,8.35443617291233913e-33,1.55423474330964433e-32,0,46,46
127,48,1,4,1.35043408559567224e0,1.40440888470181857e0,1.01102046106159671e0,1.28299780264456564e0,8.64156305283127146e-1,1.91724543321480542e-32,6.52165562513315551e-33,1.21730885157437408e-32,0,46,46
131,48,0,4,1.34377432535591734e0,1.40915844201735241e0,1.14612654414248927e0,1.35937251386686908e0,7.97690604210138154e-1,2.42497687485714617e-32,9.63087942326967773e-33,1.73905246453071695e-32,0,46,46
134,48,0,4,1.36824275094051107e0,1.41232186521280934e0,1.12214448574105186e0,1.38224487765087489e0,8.27802462963802999e-1,3.50581296165407077e-32,9.36153481725898800e-33,2.42774802303136900e-32,0,46,46
136,48,0,4,1.39367022448039446e0,1.41371512253105625e0,1.13142488239560346e0,1.33513957150341822e0,7.62232381295066319e-1,2.99772914690080794e-32,1.01827039060770368e-32,1.96518341886017489e-32,0,46,46
149,48,0,4,1.39382717175719817e0,1.41376445216897295e0,1.07658687927413133e0,1.35547855478767021e0,9.34188684212741038e-1,1.66147093578756082e-32,7.60665619117148157e-33,1.43407868124128744e-32,0,46,46
155,48,0,4,1.32846686679450077e0,1.41080457584807428e0,1.15300231606371262e0,1.39229181505923783e0,7.88962437181870868e-1,2.86423170639652111e-32,9.63489659239608542e-33,1.66776582614672926e-32,0,46,46
156,48,0,6,1.40735728816016614e0,1.40827691907359953e0,1.15017360982159911e0,1.37821237748497749e0,8.36573901395309960e-1,2.44775484490894756e-32,8.82042796555984743e-33,1.33454231940218159e-32,0,46,46
158,48,0,5,1.39489706799215640e0,1.41250481020455676e0,1.08461578057227404e0,1.37002212855281136e0,6.39326710526785802e-1,2.62188969840569439e-32,8.83220063299504264e-33,1.89518464756354171e-32,0,46,46
159,48,0,4,1.34358077322371194e0,1.41207448519719092e0,1.04837012379559447e0,1.35757219300253573e0,9.45525174389268308e-1,2.81058548043437564e-32,7.72087656770627990e-33,1.61248848844385609e-32,0,46,46
160,48,0,4,1.37508149123841905e0,1.40657200619994782e0,1.14161996966070056e0,1.34066516726524987e0,7.61860484397180793e-1,3.69694552781970147e-32,9.11472122518917996e-33,1.90717814008169598e-32,0,46,46
172,48,0,4,1.39070130051643170e0,1.38932704300869125e0,1.09076668001801225e0,1.32680914494134661e0,9.40903139958117030e-1,2.83678202337800307e-32,7.48151697716587792e-33,1.38822237015998961e-32,0,46,46
175,48,0,4,1.37169143454048226e0,1.37099101885844532e0,1.04220907252056616e0,1.35252269452364859e0,8.09822274877227688e-1,2.44306571863873241e-32,7.22005044899813290e-33,1.25972901009860887e-32,0,46,46
176,48,0,4,1.36250268357411430e0,1.40941923206724917e0,1.10209042072876495e0,1.38415753518046447e0,6.55458058781742792e-1,3.40808389160863752e-32,9.31012209112838334e-33,1.69717734054216613e-32,0,46,46
179,48,0,4,1.35222900622630604e0,1.40315721802858917e0,1.07894383788461745e0,1.37629055515359489e0,5.69060951465191311e-1,2.97610711138286318e-32,8.16406609163396558e-33,1.64077391707261558e-32,0,46,46
184,48,0,4,1.33837112406793257e0,1.40867249480292833e0,1.10591589085157871e0,1.38563241608884313e0,8.42958776555588263e-1,3.11802470098499748e-32,9.18194580195453133e-33,1.55957139518191951e-32,0,46,46
192,48,0,4,1.36778337488513579e0,1.40374315530754012e0,1.07422122583225388e0,1.36502940871904999e0,8.22353047157043049e-1,2.87613282294506308e-32,7.97505028918345617e-33,1.27462392686778525e-32,0,46,46
195,48,0,5,1.38705309630501916e0,1.39712932379422572e0,1.08704386880185866e0,1.36887046837161352e0,8.65640588368749797e-1,3.54207467221744422e-32,8.13808283819601677e-33,1.22147997216308100e-32,0,46,46
196,48,0,10,1.40595195719414967e0,1.41039856924113272e0,1.16149874822460153e0,1.35463336905322684e0,9.31552619492624134e-1,3.45500044715426608e-32,9.84464529042134774e-33,1.92751309655846817e-32,0,46,46
197,48,0,4,1.36885617026306705e0,1.39638194208463351e0,1.17687896534920289e0,1.36052143959365202e0,8.35205087363695475e-1,3.77518909369467241e-32,9.12630594385878114e-33,1.48125208442859333e-32,0,46,46
203,48,0,4,1.41260756225148221e0,1.40320729449817838e0,1.06561739392580868e0,1.37015678160227550e0,9.83903225887277744e-1,2.86715735364162665e-32,7.65541541894238514e-33,1.64134383931890603e-32,0,46,46
207,48,0,4,1.24633760548369210e0,1.41074647460195846e0,1.07342171886639326e0,1.34302824745170435e0,6.64371993303070174e-1,4.04949893511478686e-32,8.40431866466425068e-33,1.40690321163310994e-32,0,46,46
210,48,0,4,1.39208247997945223e0,1.40609638006242910e0,1.11750953483866056e0,1.34646797742446012e0,7.07874755126855160e-1,2.53150627120924093e-32,8.64931588069138244e-33,1.72904804241673481e-32,0,46,46
218,48,0,4,1.38761932196689641e0,1.40913186746057750e0,1.12672726753395080e0,1.36152933481371741e0,6.86771180847494667e-1,2.04949871051284228e-32,7.20892886897815935e-33,1.33834301804578820e-32,0,46,46
223,48,0,4,1.38207407974487384e0,1.39623060383779607e0,1.13571900156231487e0,1.37057957101391414e0,8.30156958512600962e-1,3.26857103107832229e-32,9.63976389943453754e-33,1.81812082486307370e-32,0,46,46
228,48,0,4,1.32431885596746990e0,1.41260884279867716e0,1.13178844697790337e0,1.38014325192805787e0,7.10362938161993696e-1,3.10930610401928954e-32,8.61940751562565024e-33,1.91965666395147199e-32,0,46,46
230,48,0,4,1.39998407826089366e0,1.40850888070743774e0,1.11133993112384011e0,1.37832579542167921e0,8.80086610380981571e-1,2.03729069015286294e-32,8.39154845056579853e-33,1.48881646632963839e-32,0,46,46
234,48,0,4,1.39023510078704171e0,1.40240758662833920e0,1.10403683515146001e0,1.38240938038992822e0,8.02587706562716052e-1,2.68510228464127093e-32,8.81656311829595818e-33,1.75828764145712352e-32,0,46,46
244,48,0,4,1.34792079259498343e0,1.39943067355519113e0,1.10367844398202775e0,1.37449175908570709e0,8.04387941409134166e-1,1.76232755475359886e-32,9.44874889549518268e-33,1.54281379670548095e-32,0,46,46
246,48,0,4,1.30898794937114160e0,1.40967600583890751e0,1.03406203352181714e0,1.30192267828999286e0,6.42258898731003947e-1,2.39921705474627482e-32,8.47761692193603874e-33,1.73311364592829617e-32,0,46,46
253,48,0,4,1.38962643964986343e0,1.41037321364012591e0,1.10382372519895555e0,1.39229349387660317e0,6.88897001198150893e-1,3.02363502343294327e-32,8.92207028527473549e-33,1.62026867134545807e-32,0,46,46
257,48,0,4,1.39674226080914465e0,1.41200972593661800e0,1.12261270235289423e0,1.37464522024385416e0,5.90239938332686731e-1,1.66826892723204561e-32,7.25652531272831178e-33,1.22185801763972668e-32,0,46,46
269,48,0,5,1.40988136420461974e0,1.41312975477703651e0,1.06516120031290584e0,1.35234698886506610e0,7.97835176234382160e-1,2.84775179403998726e-32,8.04265316185068262e-33,1.66953984736482563e-32,0,46,46
271,48,0,4,1.39878557618888477e0,1.39764144590076911e0,1.13984125162229555e0,1.36345497296637341e0,8.00742997989986494e-1,2.98252981774292202e-32,9.00458782818397460e-33,1.92618735054391005e-32,0,46,46
273,48,0,4,1.38424640250702913e0,1.39058560623087568e0,1.08502457728776536e0,1.33266787256083763e0,8.55944480940550312e-1,3.61646732408978698e-32,8.77664668698505878e-33,1.51402847611730096e-32,0,46,46
274,48,0,4,1.34932492735425669e0,1.41192538661011624e0,1.11368712517499158e0,1.40350778295126055e0,7.63260154336081964e-1,1.64202419920322908e-32,6.91415009735966896e-33,1.29237869757886677e-32,0,46,46
281,48,0,5,1.37259755225430791e0,1.41419151165494750e0,1.11788808886865243e0,1.35709784482791140e0,8.69449873748171731e-1,1.98639674940011984e-32,7.19412299233109905e-33,1.35679297095816284e-32,0,46,46
284,48,0,5,1.32696182629256398e0,1.41137261482802479e0,1.12069926285637678e0,1.37637402429072497e0,6.17385368555306124e-1,4.03983873742677332e-32,9.44138568336799744e-33,1.71907865096264922e-32,0,46,46
288,48,0,5,1.35807972684079892e0,1.40935977340809671e0,1.16061469871152689e0,1.38893448691027177e0,8.53954105010600095e-1,3.92724512992606434e-32,1.00454727867184070e-32,1.87108332590567264e-32,0,46,46
289,48,0,5,1.40045505760714306e0,1.41168374333678170e0,1.09084625647726141e0,1.36114738926831680e0,9.83246941029147781e-1,2.22186232416433843e-32,6.37993495330376486e-33,1.07131801117291116e-32,0,46,46
290,48,0,4,1.21527227343867494e0,1.41079786495842052e0,1.07442118430586642e0,1.36918516976295734e0,4.37583849216696297e-1,4.27752026590256584e-32,8.28383542457611677e-33,1.67777684239698867e-32,0,46,46
296,48,0,4,1.38718427363516539e0,1.41225013926651077e0,1.10138288308464571e0,1.37106270990269241e0,8.11873225915908936e-1,2.13862297229863385e-32,9.05186729129873065e-33,1.85978805550834967e-32,0,46,46
297,48,0,4,1.35182745232190293e0,1.41204595171461733e0,1.09801885364921725e0,1.36536559894836151e0,8.09244340819106456e-1,3.40341538000322166e-32,8.23913360031629896e-33,1.66654816065486675e-32,0,46,46
298,48,0,4,1.36364081633645595e0,1.39104909216754247e0,1.10814698247707377e0,1.35706668531680164e0,7.86074543043996488e-1,5.24904764389974366e-32,9.80031334495888335e-33,1.88942448301933166e-32,0,46,46
300,48,0,4,1.40213088445119305e0,1.40494895920136442e0,1.14405419409470599e0,1.39154887036073527e0,4.33941990929151755e-1,4.60838910703005569e-32,9.02667076559701062e-33,1.68498139314789063e-32,0,46,46
302,48,0,4,1.39192791876093724e0,1.38772591362211317e0,1.05505535454946520e0,1.34583503288416151e0,8.70476971824435397e-1,1.36863422511812359e-32,5.57314212404082241e-33,1.00766675134253218e-32,0,46,46
